object_id,class,split,object_path
chair_0271,chair, train, chair/train/chair_0271.npy
chair_0272,chair, train, chair/train/chair_0272.npy
chair_0273,chair, train, chair/train/chair_0273.npy
chair_0274,chair, train, chair/train/chair_0274.npy
chair_0275,chair, train, chair/train/chair_0275.npy
chair_0276,chair, train, chair/train/chair_0276.npy
chair_0277,chair, train, chair/train/chair_0277.npy
chair_0278,chair, train, chair/train/chair_0278.npy
chair_0279,chair, train, chair/train/chair_0279.npy
chair_0280,chair, train, chair/train/chair_0280.npy
chair_0281,chair, train, chair/train/chair_0281.npy
chair_0282,chair, train, chair/train/chair_0282.npy
chair_0283,chair, train, chair/train/chair_0283.npy
chair_0284,chair, train, chair/train/chair_0284.npy
chair_0285,chair, train, chair/train/chair_0285.npy
chair_0286,chair, train, chair/train/chair_0286.npy
chair_0287,chair, train, chair/train/chair_0287.npy
chair_0288,chair, train, chair/train/chair_0288.npy
chair_0289,chair, train, chair/train/chair_0289.npy
chair_0290,chair, train, chair/train/chair_0290.npy
chair_0291,chair, train, chair/train/chair_0291.npy
chair_0292,chair, train, chair/train/chair_0292.npy
chair_0293,chair, train, chair/train/chair_0293.npy
chair_0294,chair, train, chair/train/chair_0294.npy
chair_0295,chair, train, chair/train/chair_0295.npy
chair_0296,chair, train, chair/train/chair_0296.npy
chair_0297,chair, train, chair/train/chair_0297.npy
chair_0298,chair, train, chair/train/chair_0298.npy
chair_0299,chair, train, chair/train/chair_0299.npy
chair_0300,chair, train, chair/train/chair_0300.npy
chair_0301,chair, train, chair/train/chair_0301.npy
chair_0302,chair, train, chair/train/chair_0302.npy
chair_0303,chair, train, chair/train/chair_0303.npy
chair_0304,chair, train, chair/train/chair_0304.npy
chair_0305,chair, train, chair/train/chair_0305.npy
chair_0306,chair, train, chair/train/chair_0306.npy
chair_0307,chair, train, chair/train/chair_0307.npy
chair_0308,chair, train, chair/train/chair_0308.npy
chair_0309,chair, train, chair/train/chair_0309.npy
chair_0310,chair, train, chair/train/chair_0310.npy
chair_0311,chair, train, chair/train/chair_0311.npy
chair_0312,chair, train, chair/train/chair_0312.npy
chair_0313,chair, train, chair/train/chair_0313.npy
chair_0314,chair, train, chair/train/chair_0314.npy
chair_0315,chair, train, chair/train/chair_0315.npy
chair_0316,chair, train, chair/train/chair_0316.npy
chair_0317,chair, train, chair/train/chair_0317.npy
chair_0318,chair, train, chair/train/chair_0318.npy
chair_0319,chair, train, chair/train/chair_0319.npy
chair_0320,chair, train, chair/train/chair_0320.npy
chair_0321,chair, train, chair/train/chair_0321.npy
chair_0322,chair, train, chair/train/chair_0322.npy
chair_0323,chair, train, chair/train/chair_0323.npy
chair_0324,chair, train, chair/train/chair_0324.npy
chair_0325,chair, train, chair/train/chair_0325.npy
chair_0326,chair, train, chair/train/chair_0326.npy
chair_0327,chair, train, chair/train/chair_0327.npy
chair_0328,chair, train, chair/train/chair_0328.npy
chair_0329,chair, train, chair/train/chair_0329.npy
chair_0330,chair, train, chair/train/chair_0330.npy
chair_0331,chair, train, chair/train/chair_0331.npy
chair_0332,chair, train, chair/train/chair_0332.npy
chair_0333,chair, train, chair/train/chair_0333.npy
chair_0334,chair, train, chair/train/chair_0334.npy
chair_0335,chair, train, chair/train/chair_0335.npy
chair_0336,chair, train, chair/train/chair_0336.npy
chair_0337,chair, train, chair/train/chair_0337.npy
chair_0338,chair, train, chair/train/chair_0338.npy
chair_0339,chair, train, chair/train/chair_0339.npy
chair_0340,chair, train, chair/train/chair_0340.npy
chair_0341,chair, train, chair/train/chair_0341.npy
chair_0342,chair, train, chair/train/chair_0342.npy
chair_0343,chair, train, chair/train/chair_0343.npy
chair_0344,chair, train, chair/train/chair_0344.npy
chair_0345,chair, train, chair/train/chair_0345.npy
chair_0346,chair, train, chair/train/chair_0346.npy
chair_0347,chair, train, chair/train/chair_0347.npy
chair_0348,chair, train, chair/train/chair_0348.npy
chair_0349,chair, train, chair/train/chair_0349.npy
chair_0350,chair, train, chair/train/chair_0350.npy
chair_0351,chair, train, chair/train/chair_0351.npy
chair_0352,chair, train, chair/train/chair_0352.npy
chair_0353,chair, train, chair/train/chair_0353.npy
chair_0354,chair, train, chair/train/chair_0354.npy
chair_0355,chair, train, chair/train/chair_0355.npy
chair_0356,chair, train, chair/train/chair_0356.npy
chair_0357,chair, train, chair/train/chair_0357.npy
chair_0358,chair, train, chair/train/chair_0358.npy
chair_0359,chair, train, chair/train/chair_0359.npy
chair_0360,chair, train, chair/train/chair_0360.npy
chair_0361,chair, train, chair/train/chair_0361.npy
chair_0362,chair, train, chair/train/chair_0362.npy
chair_0363,chair, train, chair/train/chair_0363.npy
chair_0364,chair, train, chair/train/chair_0364.npy
chair_0365,chair, train, chair/train/chair_0365.npy
chair_0366,chair, train, chair/train/chair_0366.npy
chair_0367,chair, train, chair/train/chair_0367.npy
chair_0368,chair, train, chair/train/chair_0368.npy
chair_0369,chair, train, chair/train/chair_0369.npy
chair_0370,chair, train, chair/train/chair_0370.npy
chair_0371,chair, train, chair/train/chair_0371.npy
chair_0372,chair, train, chair/train/chair_0372.npy
chair_0373,chair, train, chair/train/chair_0373.npy
chair_0374,chair, train, chair/train/chair_0374.npy
chair_0375,chair, train, chair/train/chair_0375.npy
chair_0376,chair, train, chair/train/chair_0376.npy
chair_0377,chair, train, chair/train/chair_0377.npy
chair_0378,chair, train, chair/train/chair_0378.npy
chair_0379,chair, train, chair/train/chair_0379.npy
chair_0380,chair, train, chair/train/chair_0380.npy
chair_0381,chair, train, chair/train/chair_0381.npy
chair_0382,chair, train, chair/train/chair_0382.npy
chair_0383,chair, train, chair/train/chair_0383.npy
chair_0384,chair, train, chair/train/chair_0384.npy
chair_0385,chair, train, chair/train/chair_0385.npy
chair_0386,chair, train, chair/train/chair_0386.npy
chair_0387,chair, train, chair/train/chair_0387.npy
chair_0388,chair, train, chair/train/chair_0388.npy
chair_0389,chair, train, chair/train/chair_0389.npy
chair_0390,chair, train, chair/train/chair_0390.npy
chair_0391,chair, train, chair/train/chair_0391.npy
chair_0392,chair, train, chair/train/chair_0392.npy
chair_0393,chair, train, chair/train/chair_0393.npy
chair_0394,chair, train, chair/train/chair_0394.npy
chair_0395,chair, train, chair/train/chair_0395.npy
chair_0396,chair, train, chair/train/chair_0396.npy
chair_0397,chair, train, chair/train/chair_0397.npy
chair_0398,chair, train, chair/train/chair_0398.npy
chair_0399,chair, train, chair/train/chair_0399.npy
chair_0400,chair, train, chair/train/chair_0400.npy
chair_0401,chair, train, chair/train/chair_0401.npy
chair_0402,chair, train, chair/train/chair_0402.npy
chair_0403,chair, train, chair/train/chair_0403.npy
chair_0404,chair, train, chair/train/chair_0404.npy
chair_0405,chair, train, chair/train/chair_0405.npy
chair_0406,chair, train, chair/train/chair_0406.npy
chair_0407,chair, train, chair/train/chair_0407.npy
chair_0408,chair, train, chair/train/chair_0408.npy
chair_0409,chair, train, chair/train/chair_0409.npy
chair_0410,chair, train, chair/train/chair_0410.npy
chair_0411,chair, train, chair/train/chair_0411.npy
chair_0412,chair, train, chair/train/chair_0412.npy
chair_0413,chair, train, chair/train/chair_0413.npy
chair_0414,chair, train, chair/train/chair_0414.npy
chair_0415,chair, train, chair/train/chair_0415.npy
chair_0416,chair, train, chair/train/chair_0416.npy
chair_0417,chair, train, chair/train/chair_0417.npy
chair_0418,chair, train, chair/train/chair_0418.npy
chair_0419,chair, train, chair/train/chair_0419.npy
chair_0420,chair, train, chair/train/chair_0420.npy
chair_0421,chair, train, chair/train/chair_0421.npy
chair_0422,chair, train, chair/train/chair_0422.npy
chair_0423,chair, train, chair/train/chair_0423.npy
chair_0424,chair, train, chair/train/chair_0424.npy
chair_0425,chair, train, chair/train/chair_0425.npy
chair_0426,chair, train, chair/train/chair_0426.npy
chair_0427,chair, train, chair/train/chair_0427.npy
chair_0428,chair, train, chair/train/chair_0428.npy
chair_0429,chair, train, chair/train/chair_0429.npy
chair_0430,chair, train, chair/train/chair_0430.npy
chair_0431,chair, train, chair/train/chair_0431.npy
chair_0432,chair, train, chair/train/chair_0432.npy
chair_0433,chair, train, chair/train/chair_0433.npy
chair_0434,chair, train, chair/train/chair_0434.npy
chair_0435,chair, train, chair/train/chair_0435.npy
chair_0436,chair, train, chair/train/chair_0436.npy
chair_0437,chair, train, chair/train/chair_0437.npy
chair_0438,chair, train, chair/train/chair_0438.npy
chair_0439,chair, train, chair/train/chair_0439.npy
chair_0440,chair, train, chair/train/chair_0440.npy
chair_0441,chair, train, chair/train/chair_0441.npy
chair_0442,chair, train, chair/train/chair_0442.npy
chair_0443,chair, train, chair/train/chair_0443.npy
chair_0444,chair, train, chair/train/chair_0444.npy
chair_0445,chair, train, chair/train/chair_0445.npy
chair_0446,chair, train, chair/train/chair_0446.npy
chair_0447,chair, train, chair/train/chair_0447.npy
chair_0448,chair, train, chair/train/chair_0448.npy
chair_0449,chair, train, chair/train/chair_0449.npy
chair_0450,chair, train, chair/train/chair_0450.npy
chair_0451,chair, train, chair/train/chair_0451.npy
chair_0452,chair, train, chair/train/chair_0452.npy
chair_0453,chair, train, chair/train/chair_0453.npy
chair_0454,chair, train, chair/train/chair_0454.npy
chair_0455,chair, train, chair/train/chair_0455.npy
chair_0456,chair, train, chair/train/chair_0456.npy
chair_0457,chair, train, chair/train/chair_0457.npy
chair_0458,chair, train, chair/train/chair_0458.npy
chair_0459,chair, train, chair/train/chair_0459.npy
chair_0460,chair, train, chair/train/chair_0460.npy
chair_0461,chair, train, chair/train/chair_0461.npy
chair_0462,chair, train, chair/train/chair_0462.npy
chair_0463,chair, train, chair/train/chair_0463.npy
chair_0464,chair, train, chair/train/chair_0464.npy
chair_0465,chair, train, chair/train/chair_0465.npy
chair_0466,chair, train, chair/train/chair_0466.npy
chair_0467,chair, train, chair/train/chair_0467.npy
chair_0468,chair, train, chair/train/chair_0468.npy
chair_0469,chair, train, chair/train/chair_0469.npy
chair_0470,chair, train, chair/train/chair_0470.npy
chair_0471,chair, train, chair/train/chair_0471.npy
chair_0472,chair, train, chair/train/chair_0472.npy
chair_0473,chair, train, chair/train/chair_0473.npy
chair_0474,chair, train, chair/train/chair_0474.npy
chair_0475,chair, train, chair/train/chair_0475.npy
chair_0476,chair, train, chair/train/chair_0476.npy
chair_0477,chair, train, chair/train/chair_0477.npy
chair_0478,chair, train, chair/train/chair_0478.npy
chair_0479,chair, train, chair/train/chair_0479.npy
chair_0480,chair, train, chair/train/chair_0480.npy
chair_0481,chair, train, chair/train/chair_0481.npy
chair_0482,chair, train, chair/train/chair_0482.npy
chair_0483,chair, train, chair/train/chair_0483.npy
chair_0484,chair, train, chair/train/chair_0484.npy
chair_0485,chair, train, chair/train/chair_0485.npy
chair_0486,chair, train, chair/train/chair_0486.npy
chair_0487,chair, train, chair/train/chair_0487.npy
chair_0488,chair, train, chair/train/chair_0488.npy
chair_0489,chair, train, chair/train/chair_0489.npy
chair_0490,chair, train, chair/train/chair_0490.npy
chair_0491,chair, train, chair/train/chair_0491.npy
chair_0492,chair, train, chair/train/chair_0492.npy
chair_0493,chair, train, chair/train/chair_0493.npy
chair_0494,chair, train, chair/train/chair_0494.npy
chair_0495,chair, train, chair/train/chair_0495.npy
chair_0496,chair, train, chair/train/chair_0496.npy
chair_0497,chair, train, chair/train/chair_0497.npy
chair_0498,chair, train, chair/train/chair_0498.npy
chair_0499,chair, train, chair/train/chair_0499.npy
chair_0500,chair, train, chair/train/chair_0500.npy
chair_0501,chair, train, chair/train/chair_0501.npy
chair_0502,chair, train, chair/train/chair_0502.npy
chair_0503,chair, train, chair/train/chair_0503.npy
chair_0504,chair, train, chair/train/chair_0504.npy
chair_0505,chair, train, chair/train/chair_0505.npy
chair_0506,chair, train, chair/train/chair_0506.npy
chair_0507,chair, train, chair/train/chair_0507.npy
chair_0508,chair, train, chair/train/chair_0508.npy
chair_0509,chair, train, chair/train/chair_0509.npy
chair_0510,chair, train, chair/train/chair_0510.npy
chair_0511,chair, train, chair/train/chair_0511.npy
chair_0512,chair, train, chair/train/chair_0512.npy
chair_0513,chair, train, chair/train/chair_0513.npy
chair_0514,chair, train, chair/train/chair_0514.npy
chair_0515,chair, train, chair/train/chair_0515.npy
chair_0516,chair, train, chair/train/chair_0516.npy
chair_0517,chair, train, chair/train/chair_0517.npy
chair_0518,chair, train, chair/train/chair_0518.npy
chair_0519,chair, train, chair/train/chair_0519.npy
chair_0520,chair, train, chair/train/chair_0520.npy
chair_0521,chair, train, chair/train/chair_0521.npy
chair_0522,chair, train, chair/train/chair_0522.npy
chair_0523,chair, train, chair/train/chair_0523.npy
chair_0524,chair, train, chair/train/chair_0524.npy
chair_0525,chair, train, chair/train/chair_0525.npy
chair_0526,chair, train, chair/train/chair_0526.npy
chair_0527,chair, train, chair/train/chair_0527.npy
chair_0528,chair, train, chair/train/chair_0528.npy
chair_0529,chair, train, chair/train/chair_0529.npy
chair_0530,chair, train, chair/train/chair_0530.npy
chair_0531,chair, train, chair/train/chair_0531.npy
chair_0532,chair, train, chair/train/chair_0532.npy
chair_0533,chair, train, chair/train/chair_0533.npy
chair_0534,chair, train, chair/train/chair_0534.npy
chair_0535,chair, train, chair/train/chair_0535.npy
chair_0536,chair, train, chair/train/chair_0536.npy
chair_0537,chair, train, chair/train/chair_0537.npy
chair_0538,chair, train, chair/train/chair_0538.npy
chair_0539,chair, train, chair/train/chair_0539.npy
chair_0540,chair, train, chair/train/chair_0540.npy
chair_0541,chair, train, chair/train/chair_0541.npy
chair_0542,chair, train, chair/train/chair_0542.npy
chair_0543,chair, train, chair/train/chair_0543.npy
chair_0544,chair, train, chair/train/chair_0544.npy
chair_0545,chair, train, chair/train/chair_0545.npy
chair_0546,chair, train, chair/train/chair_0546.npy
chair_0547,chair, train, chair/train/chair_0547.npy
chair_0548,chair, train, chair/train/chair_0548.npy
chair_0549,chair, train, chair/train/chair_0549.npy
chair_0550,chair, train, chair/train/chair_0550.npy
chair_0551,chair, train, chair/train/chair_0551.npy
chair_0552,chair, train, chair/train/chair_0552.npy
chair_0553,chair, train, chair/train/chair_0553.npy
chair_0554,chair, train, chair/train/chair_0554.npy
chair_0555,chair, train, chair/train/chair_0555.npy
chair_0556,chair, train, chair/train/chair_0556.npy
chair_0557,chair, train, chair/train/chair_0557.npy
chair_0558,chair, train, chair/train/chair_0558.npy
chair_0559,chair, train, chair/train/chair_0559.npy
chair_0560,chair, train, chair/train/chair_0560.npy
chair_0561,chair, train, chair/train/chair_0561.npy
chair_0562,chair, train, chair/train/chair_0562.npy
chair_0563,chair, train, chair/train/chair_0563.npy
chair_0564,chair, train, chair/train/chair_0564.npy
chair_0565,chair, train, chair/train/chair_0565.npy
chair_0566,chair, train, chair/train/chair_0566.npy
chair_0567,chair, train, chair/train/chair_0567.npy
chair_0568,chair, train, chair/train/chair_0568.npy
chair_0569,chair, train, chair/train/chair_0569.npy
chair_0570,chair, train, chair/train/chair_0570.npy
chair_0571,chair, train, chair/train/chair_0571.npy
chair_0572,chair, train, chair/train/chair_0572.npy
chair_0573,chair, train, chair/train/chair_0573.npy
chair_0574,chair, train, chair/train/chair_0574.npy
chair_0575,chair, train, chair/train/chair_0575.npy
chair_0576,chair, train, chair/train/chair_0576.npy
chair_0577,chair, train, chair/train/chair_0577.npy
chair_0578,chair, train, chair/train/chair_0578.npy
chair_0579,chair, train, chair/train/chair_0579.npy
chair_0580,chair, train, chair/train/chair_0580.npy
chair_0581,chair, train, chair/train/chair_0581.npy
chair_0582,chair, train, chair/train/chair_0582.npy
chair_0583,chair, train, chair/train/chair_0583.npy
chair_0584,chair, train, chair/train/chair_0584.npy
chair_0585,chair, train, chair/train/chair_0585.npy
chair_0586,chair, train, chair/train/chair_0586.npy
chair_0587,chair, train, chair/train/chair_0587.npy
chair_0588,chair, train, chair/train/chair_0588.npy
chair_0589,chair, train, chair/train/chair_0589.npy
chair_0590,chair, train, chair/train/chair_0590.npy
chair_0591,chair, train, chair/train/chair_0591.npy
chair_0592,chair, train, chair/train/chair_0592.npy
chair_0593,chair, train, chair/train/chair_0593.npy
chair_0594,chair, train, chair/train/chair_0594.npy
chair_0595,chair, train, chair/train/chair_0595.npy
chair_0596,chair, train, chair/train/chair_0596.npy
chair_0597,chair, train, chair/train/chair_0597.npy
chair_0598,chair, train, chair/train/chair_0598.npy
chair_0599,chair, train, chair/train/chair_0599.npy
chair_0600,chair, train, chair/train/chair_0600.npy
chair_0601,chair, train, chair/train/chair_0601.npy
chair_0602,chair, train, chair/train/chair_0602.npy
chair_0603,chair, train, chair/train/chair_0603.npy
chair_0604,chair, train, chair/train/chair_0604.npy
chair_0605,chair, train, chair/train/chair_0605.npy
chair_0606,chair, train, chair/train/chair_0606.npy
chair_0607,chair, train, chair/train/chair_0607.npy
chair_0608,chair, train, chair/train/chair_0608.npy
chair_0609,chair, train, chair/train/chair_0609.npy
chair_0610,chair, train, chair/train/chair_0610.npy
chair_0611,chair, train, chair/train/chair_0611.npy
chair_0612,chair, train, chair/train/chair_0612.npy
chair_0613,chair, train, chair/train/chair_0613.npy
chair_0614,chair, train, chair/train/chair_0614.npy
chair_0615,chair, train, chair/train/chair_0615.npy
chair_0616,chair, train, chair/train/chair_0616.npy
chair_0617,chair, train, chair/train/chair_0617.npy
chair_0618,chair, train, chair/train/chair_0618.npy
chair_0619,chair, train, chair/train/chair_0619.npy
chair_0620,chair, train, chair/train/chair_0620.npy
chair_0621,chair, train, chair/train/chair_0621.npy
chair_0622,chair, train, chair/train/chair_0622.npy
chair_0623,chair, train, chair/train/chair_0623.npy
chair_0624,chair, train, chair/train/chair_0624.npy
chair_0625,chair, train, chair/train/chair_0625.npy
chair_0626,chair, train, chair/train/chair_0626.npy
chair_0627,chair, train, chair/train/chair_0627.npy
chair_0628,chair, train, chair/train/chair_0628.npy
chair_0629,chair, train, chair/train/chair_0629.npy
chair_0630,chair, train, chair/train/chair_0630.npy
chair_0631,chair, train, chair/train/chair_0631.npy
chair_0632,chair, train, chair/train/chair_0632.npy
chair_0633,chair, train, chair/train/chair_0633.npy
chair_0634,chair, train, chair/train/chair_0634.npy
chair_0635,chair, train, chair/train/chair_0635.npy
chair_0636,chair, train, chair/train/chair_0636.npy
chair_0637,chair, train, chair/train/chair_0637.npy
chair_0638,chair, train, chair/train/chair_0638.npy
chair_0639,chair, train, chair/train/chair_0639.npy
chair_0640,chair, train, chair/train/chair_0640.npy
chair_0641,chair, train, chair/train/chair_0641.npy
chair_0642,chair, train, chair/train/chair_0642.npy
chair_0643,chair, train, chair/train/chair_0643.npy
chair_0644,chair, train, chair/train/chair_0644.npy
chair_0645,chair, train, chair/train/chair_0645.npy
chair_0646,chair, train, chair/train/chair_0646.npy
chair_0647,chair, train, chair/train/chair_0647.npy
chair_0648,chair, train, chair/train/chair_0648.npy
chair_0649,chair, train, chair/train/chair_0649.npy
chair_0650,chair, train, chair/train/chair_0650.npy
chair_0651,chair, train, chair/train/chair_0651.npy
chair_0652,chair, train, chair/train/chair_0652.npy
chair_0653,chair, train, chair/train/chair_0653.npy
chair_0654,chair, train, chair/train/chair_0654.npy
chair_0655,chair, train, chair/train/chair_0655.npy
chair_0656,chair, train, chair/train/chair_0656.npy
chair_0657,chair, train, chair/train/chair_0657.npy
chair_0658,chair, train, chair/train/chair_0658.npy
chair_0659,chair, train, chair/train/chair_0659.npy
chair_0660,chair, train, chair/train/chair_0660.npy
chair_0661,chair, train, chair/train/chair_0661.npy
chair_0662,chair, train, chair/train/chair_0662.npy
chair_0663,chair, train, chair/train/chair_0663.npy
chair_0664,chair, train, chair/train/chair_0664.npy
chair_0665,chair, train, chair/train/chair_0665.npy
chair_0666,chair, train, chair/train/chair_0666.npy
chair_0667,chair, train, chair/train/chair_0667.npy
chair_0668,chair, train, chair/train/chair_0668.npy
chair_0669,chair, train, chair/train/chair_0669.npy
chair_0670,chair, train, chair/train/chair_0670.npy
chair_0671,chair, train, chair/train/chair_0671.npy
chair_0672,chair, train, chair/train/chair_0672.npy
chair_0673,chair, train, chair/train/chair_0673.npy
chair_0674,chair, train, chair/train/chair_0674.npy
chair_0675,chair, train, chair/train/chair_0675.npy
chair_0676,chair, train, chair/train/chair_0676.npy
chair_0677,chair, train, chair/train/chair_0677.npy
chair_0678,chair, train, chair/train/chair_0678.npy
chair_0679,chair, train, chair/train/chair_0679.npy
chair_0680,chair, train, chair/train/chair_0680.npy
chair_0681,chair, train, chair/train/chair_0681.npy
chair_0682,chair, train, chair/train/chair_0682.npy
chair_0683,chair, train, chair/train/chair_0683.npy
chair_0684,chair, train, chair/train/chair_0684.npy
chair_0685,chair, train, chair/train/chair_0685.npy
chair_0686,chair, train, chair/train/chair_0686.npy
chair_0687,chair, train, chair/train/chair_0687.npy
chair_0688,chair, train, chair/train/chair_0688.npy
chair_0689,chair, train, chair/train/chair_0689.npy
chair_0690,chair, train, chair/train/chair_0690.npy
chair_0691,chair, train, chair/train/chair_0691.npy
chair_0692,chair, train, chair/train/chair_0692.npy
chair_0693,chair, train, chair/train/chair_0693.npy
chair_0694,chair, train, chair/train/chair_0694.npy
chair_0695,chair, train, chair/train/chair_0695.npy
chair_0696,chair, train, chair/train/chair_0696.npy
chair_0697,chair, train, chair/train/chair_0697.npy
chair_0698,chair, train, chair/train/chair_0698.npy
chair_0699,chair, train, chair/train/chair_0699.npy
chair_0700,chair, train, chair/train/chair_0700.npy
chair_0701,chair, train, chair/train/chair_0701.npy
chair_0702,chair, train, chair/train/chair_0702.npy
chair_0703,chair, train, chair/train/chair_0703.npy
chair_0704,chair, train, chair/train/chair_0704.npy
chair_0705,chair, train, chair/train/chair_0705.npy
chair_0706,chair, train, chair/train/chair_0706.npy
chair_0707,chair, train, chair/train/chair_0707.npy
chair_0708,chair, train, chair/train/chair_0708.npy
chair_0709,chair, train, chair/train/chair_0709.npy
chair_0710,chair, train, chair/train/chair_0710.npy
chair_0711,chair, train, chair/train/chair_0711.npy
chair_0712,chair, train, chair/train/chair_0712.npy
chair_0713,chair, train, chair/train/chair_0713.npy
chair_0714,chair, train, chair/train/chair_0714.npy
chair_0715,chair, train, chair/train/chair_0715.npy
chair_0716,chair, train, chair/train/chair_0716.npy
chair_0717,chair, train, chair/train/chair_0717.npy
chair_0718,chair, train, chair/train/chair_0718.npy
chair_0719,chair, train, chair/train/chair_0719.npy
chair_0720,chair, train, chair/train/chair_0720.npy
chair_0721,chair, train, chair/train/chair_0721.npy
chair_0722,chair, train, chair/train/chair_0722.npy
chair_0723,chair, train, chair/train/chair_0723.npy
chair_0724,chair, train, chair/train/chair_0724.npy
chair_0725,chair, train, chair/train/chair_0725.npy
chair_0726,chair, train, chair/train/chair_0726.npy
chair_0727,chair, train, chair/train/chair_0727.npy
chair_0728,chair, train, chair/train/chair_0728.npy
chair_0729,chair, train, chair/train/chair_0729.npy
chair_0730,chair, train, chair/train/chair_0730.npy
chair_0731,chair, train, chair/train/chair_0731.npy
chair_0732,chair, train, chair/train/chair_0732.npy
chair_0733,chair, train, chair/train/chair_0733.npy
chair_0734,chair, train, chair/train/chair_0734.npy
chair_0735,chair, train, chair/train/chair_0735.npy
chair_0736,chair, train, chair/train/chair_0736.npy
chair_0737,chair, train, chair/train/chair_0737.npy
chair_0738,chair, train, chair/train/chair_0738.npy
chair_0739,chair, train, chair/train/chair_0739.npy
chair_0740,chair, train, chair/train/chair_0740.npy
chair_0741,chair, train, chair/train/chair_0741.npy
chair_0742,chair, train, chair/train/chair_0742.npy
chair_0743,chair, train, chair/train/chair_0743.npy
chair_0744,chair, train, chair/train/chair_0744.npy
chair_0745,chair, train, chair/train/chair_0745.npy
chair_0746,chair, train, chair/train/chair_0746.npy
chair_0747,chair, train, chair/train/chair_0747.npy
chair_0748,chair, train, chair/train/chair_0748.npy
chair_0749,chair, train, chair/train/chair_0749.npy
chair_0750,chair, train, chair/train/chair_0750.npy
chair_0751,chair, train, chair/train/chair_0751.npy
chair_0752,chair, train, chair/train/chair_0752.npy
chair_0753,chair, train, chair/train/chair_0753.npy
chair_0754,chair, train, chair/train/chair_0754.npy
chair_0755,chair, train, chair/train/chair_0755.npy
chair_0756,chair, train, chair/train/chair_0756.npy
chair_0757,chair, train, chair/train/chair_0757.npy
chair_0758,chair, train, chair/train/chair_0758.npy
chair_0759,chair, train, chair/train/chair_0759.npy
chair_0760,chair, train, chair/train/chair_0760.npy
chair_0761,chair, train, chair/train/chair_0761.npy
chair_0762,chair, train, chair/train/chair_0762.npy
chair_0763,chair, train, chair/train/chair_0763.npy
chair_0764,chair, train, chair/train/chair_0764.npy
chair_0765,chair, train, chair/train/chair_0765.npy
chair_0766,chair, train, chair/train/chair_0766.npy
chair_0767,chair, train, chair/train/chair_0767.npy
chair_0768,chair, train, chair/train/chair_0768.npy
chair_0769,chair, train, chair/train/chair_0769.npy
chair_0770,chair, train, chair/train/chair_0770.npy
chair_0771,chair, train, chair/train/chair_0771.npy
chair_0772,chair, train, chair/train/chair_0772.npy
chair_0773,chair, train, chair/train/chair_0773.npy
chair_0774,chair, train, chair/train/chair_0774.npy
chair_0775,chair, train, chair/train/chair_0775.npy
chair_0776,chair, train, chair/train/chair_0776.npy
chair_0777,chair, train, chair/train/chair_0777.npy
chair_0778,chair, train, chair/train/chair_0778.npy
chair_0779,chair, train, chair/train/chair_0779.npy
chair_0780,chair, train, chair/train/chair_0780.npy
chair_0781,chair, train, chair/train/chair_0781.npy
chair_0782,chair, train, chair/train/chair_0782.npy
chair_0783,chair, train, chair/train/chair_0783.npy
chair_0784,chair, train, chair/train/chair_0784.npy
chair_0785,chair, train, chair/train/chair_0785.npy
chair_0786,chair, train, chair/train/chair_0786.npy
chair_0787,chair, train, chair/train/chair_0787.npy
chair_0788,chair, train, chair/train/chair_0788.npy
chair_0789,chair, train, chair/train/chair_0789.npy
chair_0790,chair, train, chair/train/chair_0790.npy
chair_0791,chair, train, chair/train/chair_0791.npy
chair_0792,chair, train, chair/train/chair_0792.npy
chair_0793,chair, train, chair/train/chair_0793.npy
chair_0794,chair, train, chair/train/chair_0794.npy
chair_0795,chair, train, chair/train/chair_0795.npy
chair_0796,chair, train, chair/train/chair_0796.npy
chair_0797,chair, train, chair/train/chair_0797.npy
chair_0798,chair, train, chair/train/chair_0798.npy
chair_0799,chair, train, chair/train/chair_0799.npy
chair_0800,chair, train, chair/train/chair_0800.npy
chair_0801,chair, train, chair/train/chair_0801.npy
chair_0802,chair, train, chair/train/chair_0802.npy
chair_0803,chair, train, chair/train/chair_0803.npy
chair_0804,chair, train, chair/train/chair_0804.npy
chair_0805,chair, train, chair/train/chair_0805.npy
chair_0806,chair, train, chair/train/chair_0806.npy
chair_0807,chair, train, chair/train/chair_0807.npy
chair_0808,chair, train, chair/train/chair_0808.npy
chair_0809,chair, train, chair/train/chair_0809.npy
chair_0810,chair, train, chair/train/chair_0810.npy
chair_0811,chair, train, chair/train/chair_0811.npy
chair_0812,chair, train, chair/train/chair_0812.npy
chair_0813,chair, train, chair/train/chair_0813.npy
chair_0814,chair, train, chair/train/chair_0814.npy
chair_0815,chair, train, chair/train/chair_0815.npy
chair_0816,chair, train, chair/train/chair_0816.npy
chair_0817,chair, train, chair/train/chair_0817.npy
chair_0818,chair, train, chair/train/chair_0818.npy
chair_0819,chair, train, chair/train/chair_0819.npy
chair_0820,chair, train, chair/train/chair_0820.npy
chair_0821,chair, train, chair/train/chair_0821.npy
chair_0822,chair, train, chair/train/chair_0822.npy
chair_0823,chair, train, chair/train/chair_0823.npy
chair_0824,chair, train, chair/train/chair_0824.npy
chair_0825,chair, train, chair/train/chair_0825.npy
chair_0826,chair, train, chair/train/chair_0826.npy
chair_0827,chair, train, chair/train/chair_0827.npy
chair_0828,chair, train, chair/train/chair_0828.npy
chair_0829,chair, train, chair/train/chair_0829.npy
